TAG,MainProgram,Analog01_Input,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog01_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog02,"","P_AIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog02_Input,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog02_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog03,"","P_AIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog03_Input,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,MainProgram,Analog03_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
ALIAS,Pumps,Device1,"","","LST1_P1","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm0,"","","LST1_P1_Overload","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm0_Input,"","","I_P1_Overload","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm0_Input_IOFault,"","","I_P1_Overload_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm1,"","","LST1_P1_MotorHiTemp","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm1_Input,"","","I_P1_MotorHiTemp","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm1_Input_IOFault,"","","I_P1_MotorHiTemp_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm2,"","","LST1_P1_Alm2","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm2_Input,"","","I_P1_Alm2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm2_Input_IOFault,"","","I_P1_Alm2_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm3,"","","LST1_P1_Alm3","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm3_Input,"","","I_P1_Alm3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm3_Input_IOFault,"","","I_P1_Alm3_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm4,"","","LST1_P1_Alm4","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm4_Input,"","","I_P1_Alm4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Alm4_Input_IOFault,"","","I_P1_Alm4_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_GroupReset,"","","PLC_Device_ResetPB","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_InAuto,"","","I_P1_InAuto","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_InAuto_IOFault,"","","I_P1_InAuto_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_Out_Run,"","","O_P1_Out_Run","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_RunFdbk,"","","I_P1_RunFdbk","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device1_RunFdbk_IOFault,"","","I_P1_RunFdbk_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2,"","","LST1_P2","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm0,"","","LST1_P2_Overload","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm0_Input,"","","I_P2_OvrldFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm0_Input_IOFault,"","","I_P2_OvrldFault_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm1,"","","LST1_P2_MotorHiTemp","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm1_Input,"","","I_P2_MotorHiTemp","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm1_Input_IOFault,"","","I_P2_MotorHiTemp_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm2,"","","LST1_P2_Alm2","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm2_Input,"","","I_P2_Alm2","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm2_Input_IOFault,"","","I_P2_Alm2_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm3,"","","LST1_P2_Alm3","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm3_Input,"","","I_P2_Alm3","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm3_Input_IOFault,"","","I_P2_Alm3_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm4,"","","LST1_P2_Alm4","(ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm4_Input,"","","I_P2_Alm4","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Alm4_Input_IOFault,"","","I_P2_Alm4_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_GroupReset,"","","PLC_Device_ResetPB","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_InAuto,"","","I_P2_InAuto","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_InAuto_IOFault,"","","I_P2_InAuto_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_Out_Run,"","","O_P2_Out_Run","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_RunFdbk,"","","I_P2_RunFdbk","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device2_RunFdbk_IOFault,"","","I_P2_RunFdbk_IOFault","(RADIX := Decimal, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device3,"","","LST1_P3","(ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm0,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm0_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm0_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm1,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm1_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm1_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm2,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm2_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm2_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm3,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm3_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm3_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm4,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm4_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Alm4_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device3_GroupReset,"","","PLC_Device_ResetPB","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_InAuto,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_InAuto_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_Out_Run,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_RunFdbk,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device3_RunFdbk_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device4,"","","LST1_P4","(ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm0,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm0_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm0_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm1,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm1_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm1_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm2,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm2_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm2_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm3,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm3_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm3_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm4,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm4_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Alm4_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device4_GroupReset,"","","PLC_Device_ResetPB","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_InAuto,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_InAuto_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_Out_Run,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_RunFdbk,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device4_RunFdbk_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device5,"","","LST1_P5","(ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm0,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm0_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm0_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm1,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm1_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm1_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm2,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm2_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm2_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm3,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm3_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm3_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm4,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm4_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Alm4_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device5_GroupReset,"","","PLC_Device_ResetPB","(RADIX := Decimal, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_InAuto,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_InAuto_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_Out_Run,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_RunFdbk,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device5_RunFdbk_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
ALIAS,Pumps,Device6,"","","LST1_P6","(ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm0,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm0_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm0_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm1,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm1_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm1_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm2,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm2_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm2_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm3,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm3_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm3_Input_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm4,"","P_DIn","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Pumps,Device6_Alm4_Input,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
