TAG,,Basin1_TimeSinceLastFlush_Display_Days,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Basin1_TimeSinceLastFlush_Display_Hours,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Basin1_TimeSinceLastFlush_TM,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Basin2FlushEnd,"Basin #2 Flush Valves Complete","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Basin2FlushSelected,"Basin #2 Flush Selected","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Basin2ValvesClosed,"Basin #2 Flushing Valves Closed","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Bob,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,BobsArray,"","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Flush_Seqtimer,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,Flush_TimeToGo_TM,"","REAL","","(RADIX := Float, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV1_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV1_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV1_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV1_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV2_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV2_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV2_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV2_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV3_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV3_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV3_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV3_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV4_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV4_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV4_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV4_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV5_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV5_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV5_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV5_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV6_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV6_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV6_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV6_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV7_Closed,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV7_Opened,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV7_OUT,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,FV7_Remote,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,InfluentFlushEnd,"Influent Flush Valves Complete","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,InfluentFlushSelected,"Influent Flush Selected","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,InfluentValvesClosed,"Influentt Flushing Valves Closed","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,StartBasin1Flush,"Start Basin #1 Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,StartBasin2Flush,"Start Basin #2 Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,StartInfluentFlush,"Start Influent Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,State1DisplayOrder,"","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,State2DisplayOrder,"","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,State3DisplayOrder,"","DINT[10]","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,,Steps,"","BSeqStep[30]","","(Constant := false, ExternalAccess := Read/Write)"
TAG,,Steps2,"","BSeqStep[30]","","(Constant := false, ExternalAccess := Read/Write)"
ALIAS,,Valve1_Reset,"","","Basin1Fwv1_Reset","(ExternalAccess := Read/Write)"
TYPE,SCOPE,NAME,DESCRIPTION,DATATYPE,SPECIFIER,ATTRIBUTES
TAG,Basin1_Fliushing_Control_System,Basin1FlushSelected1,"Basin #1 Flush Selected","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1FlushStart,"Basin #1 Start Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1FlushStop,"Basin #1 Stop Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Flush_StopPB1,"Stop Basin #1 Flush PB From HMI","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv1_TransitStall,"Basin #1 FWV #6","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv2_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv3_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv4_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv5_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv6_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1Fwv7_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin1JumpStep,"Basin #1 Flushing VAlves Jump Step To Next Flush VAlve","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Basin2Fwv20_TransitStall,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,FlushEnd,"Flush System Complete","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,FlushingPumpRunning,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV2,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV20,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV3,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV4,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV5,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV6,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,JumpFWV7,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Next12,"Flush Next Valve #12","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,NOBasin1FlushControlSys_Faults,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,OneShot1,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,P_ValveSO_01,"","P_ValveSO","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,P_ValveSO_02,"","P_ValveSO","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,StartBasin1Flush1,"Start Basin #1 Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,StartBasin1Flush_PB1,"Flush Basin #1 Start PB From HMI","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,StartBasin2Flush1,"Start Basin #2 Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,StartInfluentFlush1,"Start Influent Flush","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,StopBasin1Flush_PB1,"Flush Basin #1 Stop PB From HMI","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer1,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer11,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer12,"Timer 12","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer13,"Timer 3","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer2,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer20,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer3,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer4,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer41,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer5,"","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer6,"Timer 6","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Timer7,"Timer 12","TIMER","","(Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Available,"Valve #1 Auto Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Flush_Done,"Valve #1 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve1_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Available,"FFV-1 Valve #20 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Flush_Done,"FFV-1 Valve #20 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve20_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Available,"Valve #2 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Flush_Done,"Valve #2 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve2_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Available,"Valve #3 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Flush_Done,"Valve #3 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve3_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Available,"Valve #4 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Flush_Done,"Valve #4 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve4_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Available,"Valve #5 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Flush_Done,"Valve #5 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve5_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Available,"Valve #6 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Flush_Done,"Valve #6 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve6_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Alarm,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Alarm_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Available,"Valve #7 Available","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Closed_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Flush_Done,"Valve #7 Flush Done","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Local,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Opened_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_out_Close,"","DINT","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
TAG,Basin1_Fliushing_Control_System,Valve7_Remote_IOFault,"","BOOL","","(RADIX := Decimal, Constant := false, ExternalAccess := Read/Write)"
